Datetime,Open,High,Low,Close,Adj Close,Volume
2023-05-01 09:30:00-04:00,142.25999450683594,142.5,141.7100067138672,142.02000427246094,142.02000427246094,1467183
2023-05-01 09:31:00-04:00,142.02000427246094,142.83990478515625,141.9600067138672,142.05999755859375,142.05999755859375,298541
2023-05-01 09:32:00-04:00,142.0399932861328,142.47999572753906,141.77000427246094,142.07009887695312,142.07009887695312,182905
2023-05-01 09:33:00-04:00,142.10000610351562,142.27999877929688,141.7100067138672,141.82000732421875,141.82000732421875,146678
2023-05-01 09:34:00-04:00,141.8300018310547,141.97999572753906,141.75,141.8249053955078,141.8249053955078,122230
2023-05-01 09:35:00-04:00,141.82000732421875,141.9199981689453,141.3000030517578,141.39999389648438,141.39999389648438,184270
2023-05-01 09:36:00-04:00,141.4199981689453,142.1999969482422,141.32000732421875,142.1999969482422,142.1999969482422,134421
2023-05-01 09:37:00-04:00,142.2050018310547,142.47999572753906,142.00999450683594,142.11000061035156,142.11000061035156,136591
2023-05-01 09:38:00-04:00,142.1199951171875,142.47000122070312,142.0399932861328,142.36520385742188,142.36520385742188,105111
2023-05-01 09:39:00-04:00,142.33999633789062,142.4499969482422,142.0800018310547,142.23519897460938,142.23519897460938,127287
2023-05-01 09:40:00-04:00,142.27000427246094,142.30999755859375,141.9199981689453,141.9499969482422,141.9499969482422,136621
2023-05-01 09:41:00-04:00,141.95230102539062,141.97999572753906,141.60000610351562,141.6999969482422,141.6999969482422,117726
2023-05-01 09:42:00-04:00,141.69000244140625,141.86000061035156,141.4949951171875,141.4949951171875,141.4949951171875,115246
2023-05-01 09:43:00-04:00,141.48129272460938,141.66000366210938,141.4499969482422,141.58999633789062,141.58999633789062,106358
2023-05-01 09:44:00-04:00,141.55320739746094,141.89999389648438,141.5446014404297,141.84890747070312,141.84890747070312,95542
2023-05-01 09:45:00-04:00,141.85000610351562,142.1999969482422,141.83999633789062,142.0399932861328,142.0399932861328,123723
2023-05-01 09:47:00-04:00,142.13999938964844,142.14999389648438,141.91000366210938,141.93299865722656,141.93299865722656,132843
2023-05-01 09:48:00-04:00,141.9499969482422,142.19000244140625,141.8699951171875,141.92990112304688,141.92990112304688,96904
2023-05-01 09:49:00-04:00,141.92999267578125,142.07000732421875,141.6300048828125,141.97000122070312,141.97000122070312,66570
2023-05-01 09:50:00-04:00,141.99000549316406,142.0500030517578,141.85000610351562,141.89549255371094,141.89549255371094,61386
2023-05-01 09:51:00-04:00,141.91000366210938,142.27999877929688,141.85000610351562,142.2248992919922,142.2248992919922,94299
2023-05-01 09:52:00-04:00,142.2100067138672,142.2100067138672,141.64999389648438,141.66009521484375,141.66009521484375,89633
2023-05-01 09:53:00-04:00,141.6699981689453,141.86000061035156,141.57009887695312,141.86000061035156,141.86000061035156,59883
2023-05-01 09:54:00-04:00,141.85499572753906,141.8647003173828,141.50999450683594,141.57000732421875,141.57000732421875,55595
2023-05-01 09:55:00-04:00,141.57000732421875,141.77000427246094,141.47999572753906,141.66000366210938,141.66000366210938,98223
